time,quarter,team,player,play,distance,result,assist,points,rebounds,assists,steals,blocks,turnovers,fouls
07:17,2,KNICKS,Clarkson,Clarkson P.FOUL (P1.PN) (S.Foster),NA,FOUL,NA,0,0,0,0,0,0,1
07:17,2,SPURS,Bryant Free Throw,MISS Bryant Free Throw 1 of 2,NA,Free Throw 1 of 2,NA,0,0,0,0,0,0,0
07:17,2,SPURS,SPURS,SPURS Rebound,NA,REBOUND,NA,0,1,0,0,0,0,0
07:17,2,SPURS,Bryant Free Throw,Bryant Free Throw 2 of 2 (1 PTS),NA,Free Throw 2 of 2,NA,1,0,0,0,0,0,0
07:02,2,KNICKS,Clarkson,MISS Clarkson 26' 3PT Jump Shot,26,3PT Jump Shot,NA,0,0,0,0,0,0,0
06:59,2,SPURS,Harper,Harper REBOUND (Off:0 Def:5),NA,REBOUND,NA,0,1,0,0,0,0,0
06:47,2,SPURS,Fox,MISS Fox 26' 3PT Step Back Jump Shot,26,3PT Step Back Jump Shot,NA,0,0,0,0,0,0,0
06:44,2,SPURS,Vassell,Vassell REBOUND (Off:2 Def:3),NA,REBOUND,NA,0,1,0,0,0,0,0
06:41,2,SPURS,Fox,MISS Fox 6' Pullup Jump Shot,6,Pullup Jump Shot,NA,0,0,0,0,0,0,0
06:40,2,KNICKS,Robinson,Robinson REBOUND (Off:0 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
06:33,2,KNICKS,Brunson,MISS Brunson 3' Running Finger Roll Layup,3,Running Finger Roll Layup,NA,0,0,0,0,0,0,0
06:32,2,KNICKS,Robinson,Robinson REBOUND (Off:1 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
06:32,2,KNICKS,Robinson Tip Dunk Shot,MISS Robinson Tip Dunk Shot,NA,Tip Dunk Shot,NA,0,0,0,0,0,0,0
06:31,2,SPURS,Harper,Harper REBOUND (Off:0 Def:6),NA,REBOUND,NA,0,1,0,0,0,0,0
06:25,2,SPURS,Fox,Fox 1' Running Finger Roll Layup (2 PTS) (Vassell 1 AST),1,Running Finger Roll Layup,Vassell,2,0,1,0,0,0,0
06:03,2,KNICKS,Brunson,Brunson 2' Driving Floating Jump Shot (5 PTS),2,Driving Floating Jump Shot,NA,2,0,0,0,0,0,0
05:55,2,SPURS,Vassell,Vassell 26' 3PT Jump Shot (5 PTS) (Harper 1 AST),26,3PT Jump Shot,Harper,3,0,1,0,0,0,0
05:52,2,KNICKS,Knicks Timeout,Knicks Timeout: Regular (Reg.3 Short 0),NA,TIMEOUT,NA,0,0,0,0,0,0,0
05:37,2,KNICKS,Brunson,MISS Brunson 8' Driving Floating Jump Shot,8,Driving Floating Jump Shot,NA,0,0,0,0,0,0,0
